strain	strain_name	segment	date	host	country	ORF2_type
MG495078	Hu/PE/2012/GII.PNA1_GII.NA1/Loreto1041	NA	2012-10-18	Human	Peru	GII.27
MG495079	Hu/PE/2013/GII.PNA2_GII.NA2/Loreto1257	NA	2013-05-06	Human	Peru	GII.NA1
MG495080	Hu/PE/2011/GII.P23_GII.23/Loreto6422	NA	2011-11-05	Human	Peru	GII.23
MG495081	Hu/PE/2014/GII.P24_GII.24/Loreto6424	NA	2014-04-23	Human	Peru	GII.24
KR232647	Hu/EC/2011/GII.P23_GII.23/Quininde1906	NA	2011-10-10	Human	NA	GII.23
MG706448	Hu/GII.PNA4_GII.NA4/PNV06929/2008/PER	NA	2008-05-27	Human	Peru	GII.NA2
MG745985	GZ60	NA	2017-01-10	Human	China	GII.2
MG745986	GZ72	NA	2017-01-10	Human	China	GII.2
MG745987	GZ78	NA	2017-01-10	Human	China	GII.2
MG745988	GZ1519	NA	2017-01-04	Human	China	GII.2
MG745989	GZ1520	NA	2017-01-04	Human	China	GII.2
MG745990	GZ1528	NA	2017-01-05	Human	China	GII.2
MG745991	GZ1619	NA	2017-01-05	Human	China	GII.2
MG745992	GZ1621	NA	2017-01-05	Human	China	GII.2
MG745993	GZ2043	NA	2017-01-10	Human	China	GII.2
MG745994	GZ2113	NA	2017-01-10	Human	China	GII.2
MG745995	GZ28487	NA	2016-12-27	Human	China	GII.2
MG745996	GZ28491	NA	2016-12-27	Human	China	GII.2
MG745997	GZ28577	NA	2016-12-23	Human	China	GII.2
MG745998	GZ28587	NA	2016-12-23	Human	China	GII.2
MG745999	GZ28626	NA	2016-12-26	Human	China	GII.2
MG746000	GZ29003	NA	2016-12-30	Human	China	GII.2
MG746001	JSNJ12108	NA	2016-12-10	Human	China	GII.2
MG746002	JSNJ121057	NA	2016-12-09	Human	China	GII.2
MG746003	FJ16235606	NA	2016-12-02	Human	China	GII.2
MG746004	FJ16235609	NA	2016-12-02	Human	China	GII.2
MG746005	BJSYL53	NA	2017-02-24	Human	China	GII.2
MG746006	BJSYL75	NA	2017-03-07	Human	China	GII.2
MG746007	CQ006	NA	2017-01-05	Human	China	GII.2
MG746008	CQ031	NA	2016-11-30	Human	China	GII.2
MG746009	CQ035	NA	2016-12-21	Human	China	GII.2
MG746010	BJHDG3	NA	2016-12-04	Human	China	GII.2
MG746011	GX170034_1	NA	2017-01-04	Human	China	GII.2
MG746012	GX170034_4	NA	2017-01-04	Human	China	GII.2
MG746013	GZ24140	NA	2016-11-15	Human	China	GII.2
MG746014	GZ24890	NA	2016-11-21	Human	China	GII.2
MG746015	GZ27188	NA	2016-12-12	Human	China	GII.2
MG746016	HNCD2701	NA	2016-12-29	Human	China	GII.2
MG746017	HNCD7	NA	2016-12-12	Human	China	GII.2
MG746018	JNCH4	NA	2017-05-20	Human	China	GII.2
MG746019	JNCH8	NA	2017-05-20	Human	China	GII.2
MG746020	JN_II8	NA	2017-05-20	Human	China	GII.2
MG746021	JSWXJINYQ	NA	2017-02-24	Human	China	GII.2
MG746022	JSYZ25	NA	2017-01-11	Human	China	GII.2
MG746023	JSYZ35	NA	2017-01-11	Human	China	GII.2
MG746032	SZ45	NA	2017-02-13	Human	China	GII.2
MG746033	SZ123	NA	2016-10-09	Human	China	GII.2
MG746034	SZ127	NA	2017-02-26	Human	China	GII.2
MG746035	SZ136	NA	2016-10-10	Human	China	GII.2
MG746036	SZ190	NA	2016-11-25	Human	China	GII.2
MG746037	SZ205	NA	2016-11-30	Human	China	GII.2
MG746038	SZ325	NA	2016-12-29	Human	China	GII.2
MG746039	HNXT01	NA	2017-04-10	Human	China	GII.2
MG746040	BJHD1608Y123	NA	2016-12-05	Human	China	GII.2
MG746024	HNLD01	NA	2017-04-06	Human	China	GII.2
MG746025	LNDL00401	NA	2017-04-15	Human	China	GII.2
MG746026	LNLY502	NA	2017-06-13	Human	China	GII.2
MG746027	CQ1	NA	2016-12-01	Human	China	GII.2
MG746028	CQ5	NA	2016-12-05	Human	China	GII.2
MG746029	SC1	NA	2016-12-16	Human	China	GII.2
MG746030	SHDJN30	NA	2017-02-21	Human	China	GII.2
MG746031	LNSY3	NA	2017-03-05	Human	China	GII.2
MG746041	BJFT359	NA	2017-04-14	Human	China	GII.2
MG746042	BJFT385	NA	2017-04-17	Human	China	GII.2
MG746043	BJFT463	NA	2017-04-28	Human	China	GII.2
MG746044	BJFT640	NA	2017-05-26	Human	China	GII.2
MG746045	BJFT694	NA	2017-06-08	Human	China	GII.2
MH130046	Hu/BD/2011/GI.Pg_GI.7/Dhaka1882	NA	2011-07-06	Human	Bangladesh	GI.7
KY424344	Hu/GII.6/BethesdaD21/2012/US	NA	2012-12-XX	Human	USA	GII.6
KY424328	Hu/GII.4/RockvilleD1/2012/US	NA	2012-01-XX	Human	USA	GII.4
KY424329	Hu/GII.4/RockvilleD7/2012/US	NA	2012-01-XX	Human	USA	GII.4
KY424330	Hu/GII.4/RockvilleD14/2012/US	NA	2012-01-XX	Human	USA	GII.4
KY424331	Hu/GII.4/RockvilleD21/2012/US	NA	2012-02-XX	Human	USA	GII.4
KY424332	Hu/GII.4/MD104_2/1987/US	NA	1987-11-XX	Human	USA	GII.4
KY424333	Hu/GII.4/MD104_5/1987/US	NA	1987-11-XX	Human	USA	GII.4
KY424334	Hu/GII.4/MD104_7/1987/US	NA	1987-11-XX	Human	USA	GII.4
KY424335	Hu/GII.4/MD104_8/1987/US	NA	1987-11-XX	Human	USA	GII.4
KY424336	Hu/GII.4/MD104_9/1987/US	NA	1987-11-XX	Human	USA	GII.4
KY424337	Hu/GII.4/MD143_4/1987/US	NA	1987-12-XX	Human	USA	GII.4
KY424338	Hu/GII.4/MD143_7/1987/US	NA	1987-12-XX	Human	USA	GII.4
KY424339	Hu/GII.4/MD04_1A/1988/US	NA	1988-01-XX	Human	USA	GII.4
KY424340	Hu/GII.4/MD04_7A/1988/US	NA	1988-01-XX	Human	USA	GII.4
KY424341	Hu/GII.6/BethesdaD1/2012/US	NA	2012-12-XX	Human	USA	GII.6
KY424342	Hu/GII.6/BethesdaD7/2012/US	NA	2012-12-XX	Human	USA	GII.6
KY424343	Hu/GII.6/BethesdaD14/2012/US	NA	2012-12-XX	Human	USA	GII.6
KY424345	Hu/GII.6/HenrytonH1/1971/US	NA	1971-12-XX	Human	USA	GII.6
KY424346	Hu/GII.6/HenrytonH2/1971/US	NA	1971-12-XX	Human	USA	GII.6
KY424347	Hu/GII.6/HenrytonH3/1971/US	NA	1971-12-XX	Human	USA	GII.6
KY424348	Hu/GII.6/HenrytonH4/1971/US	NA	1971-12-XX	Human	USA	GII.6
KY424349	Hu/GII.17/GaithersburgD7/2014/US	NA	2014-12-XX	Human	USA	GII.17
KY424350	Hu/GII.17/GaithersburgD14/2014/US	NA	2014-12-XX	Human	USA	GII.17
MF352142	GII/Hu/DE/2014/GII.P26_GII.26/Leipzig07788a	NA	2014-03-XX	Human	Germany	GII.26
MF352143	GII/Hu/DE/2015/GII.P26_GII.26/Leipzig07788e	NA	2015-11-XX	Human	Germany	GII.26
MF352144	GII/Hu/DE/2017/GII.P26_GII.26/Leipzig07788f	NA	2017-03-XX	Human	Germany	GII.26
MG572719	GII/Hu/DE/2015/GII.P26_GII.26/Leipzig07788b	NA	2015-03-XX	Human	Germany	GII.26
MG572730	GII/Hu/DE/2015/GII.P26_GII.26/Leipzig07788c	NA	2015-03-XX	Human	Germany	GII.26
MG572731	GII/Hu/DE/2015/GII.P26_GII.26/Leipzig07788d	NA	2015-03-XX	Human	Germany	GII.26
MG572732	GII/Hu/DE/2017/GII.P26_GII.26/Leipzig07788g	NA	2017-11-XX	Human	Germany	GII.26
MH218699	NORO_39_26_08_2014	NA	2014-08-26	Human	United_Kingdom	GII.4
MH218700	NORO_40_1_01_09_2014	NA	2014-09-01	Human	United_Kingdom	GII.4
MH218701	NORO_42_01_09_2014	NA	2014-09-01	Human	United_Kingdom	GII.4
MH218702	NORO_43_02_07_2014	NA	2014-07-02	Human	United_Kingdom	GII.4
MH218703	NORO_45_31_07_2014	NA	2014-07-31	Human	United_Kingdom	GII.4
MH218704	NORO_46_24_08_2014	NA	2014-08-24	Human	United_Kingdom	GII.4
MH218705	NORO_47_29_07_2014	NA	2014-07-29	Human	United_Kingdom	GII.4
MH218706	NORO_48_1_01_07_2014	NA	2014-07-01	Human	United_Kingdom	GII.4
MH218707	NORO_49_15_10_2014	NA	2014-10-15	Human	United_Kingdom	GII.4
MH218708	NORO_50_30_07_2014	NA	2014-07-30	Human	United_Kingdom	GII.4
MH218709	NORO_52_1_16_07_2014	NA	2014-07-16	Human	United_Kingdom	GII.4
MH218710	NORO_53_19_07_2014	NA	2014-07-19	Human	United_Kingdom	GII.4
MH218711	NORO_54_1_08_09_2014	NA	2014-09-08	Human	United_Kingdom	GII.4
MH218712	NORO_55_15_02_2014	NA	2014-02-15	Human	United_Kingdom	GII.3
MH218713	NORO_58_25_07_2014	NA	2014-07-25	Human	United_Kingdom	GII.4
MH218714	NORO_58_1_13_10_2015	NA	2015-10-13	Human	United_Kingdom	GII.4
MH218715	NORO_59_08_07_2014	NA	2014-07-08	Human	United_Kingdom	GII.4
MH218716	NORO_60_28_09_2014	NA	2014-09-28	Human	United_Kingdom	GII.4
MH218717	NORO_63_4_07_10_2015	NA	2015-10-07	Human	United_Kingdom	GII.3
MH218718	NORO_68_6_28_08_2014	NA	2014-08-28	Human	United_Kingdom	GII.4
MH218719	NORO_68_7_18_03_2015	NA	2015-03-18	Human	United_Kingdom	GII.6
MH218720	NORO_79_05_07_2014	NA	2014-07-05	Human	United_Kingdom	GI.2
MH218721	NORO_80_24_09_2014	NA	2014-09-24	Human	United_Kingdom	GI.3
MH218722	NORO_81_10_10_2014	NA	2014-10-10	Human	United_Kingdom	GI.3
MH218723	NORO_82_21_10_2014	NA	2014-10-21	Human	United_Kingdom	GI.3
MH218724	NORO_83_31_10_2014	NA	2014-10-31	Human	United_Kingdom	GI.3
MH218725	NORO_84_04_11_2014	NA	2014-11-04	Human	United_Kingdom	GI.3
MH218726	NORO_85_14_11_2014	NA	2014-11-14	Human	United_Kingdom	GI.3
MH218727	NORO_87_18_02_2015	NA	2015-02-18	Human	United_Kingdom	GI.3
MH218728	NORO_89_01_04_2015	NA	2015-04-01	Human	United_Kingdom	GI.3
MH218729	NORO_90_22_06_2015	NA	2015-06-22	Human	United_Kingdom	GI.3
MH218730	NORO_91_26_02_2015	NA	2015-02-26	Human	United_Kingdom	GI.3
MH218731	NORO_92_31_01_2015	NA	2015-01-31	Human	United_Kingdom	GII.1
MH218732	NORO_93_03_12_2014	NA	2014-12-03	Human	United_Kingdom	GII.3
MH218733	NORO_94_23_10_2014	NA	2014-10-23	Human	United_Kingdom	GII.2
MH218734	NORO_95_25_01_2015	NA	2015-01-25	Human	United_Kingdom	GII.2
MH218735	NORO_96_09_03_2015	NA	2015-03-09	Human	United_Kingdom	GII.2
MH218736	NORO_97_02_05_2015	NA	2015-05-02	Human	United_Kingdom	GII.2
MH218737	NORO_98_16_06_2015	NA	2015-06-16	Human	United_Kingdom	GII.2
MH218738	NORO_99_09_06_2014	NA	2014-06-09	Human	United_Kingdom	GII.3
MH188080	UNKNOWN_MH188080	NA	2017-06-XX	Human	Australia	GII.4
MH218583	NORO_113_04_09_2014	NA	2014-09-04	Human	United_Kingdom	GII.3
LC258403	Hu/GII/JP/2017/GII.P17_GII.17/Tokyo330021	NA	2017-02-XX	Human	Japan	GII.17
MH218570	NORO_100_30_06_2014	NA	2014-06-30	Human	United_Kingdom	GII.3
MH218571	NORO_101_30_06_2014	NA	2014-06-30	Human	United_Kingdom	GII.3
MH218572	NORO_102_02_07_2014	NA	2014-07-02	Human	United_Kingdom	GII.3
MH218573	NORO_103_1_07_07_2014	NA	2014-07-07	Human	United_Kingdom	GII.3
MH218574	NORO_104_07_07_2014	NA	2014-07-07	Human	United_Kingdom	GII.3
MH218575	NORO_105_05_07_2014	NA	2014-07-05	Human	United_Kingdom	GII.3
MH218576	NORO_106_10_07_2014	NA	2014-07-10	Human	United_Kingdom	GII.3
MH218577	NORO_107_11_07_2014	NA	2014-07-11	Human	United_Kingdom	GII.3
MH218578	NORO_108_17_07_2014	NA	2014-07-17	Human	United_Kingdom	GII.3
MH218579	NORO_109_18_07_2014	NA	2014-07-18	Human	United_Kingdom	GII.3
MH218580	NORO_110_06_08_2014	NA	2014-08-06	Human	United_Kingdom	GII.3
MH218581	NORO_111_05_08_2014	NA	2014-08-05	Human	United_Kingdom	GII.3
MH218582	NORO_112_08_08_2014	NA	2014-08-08	Human	United_Kingdom	GII.3
MH218676	NORO_218_24_12_2015	NA	2015-12-24	Human	United_Kingdom	GII.3
MH218677	NORO_219_25_12_2015	NA	2015-12-25	Human	United_Kingdom	GII.3
MH218678	NORO_220_28_12_2015	NA	2015-12-28	Human	United_Kingdom	GII.3
MH218679	NORO_221_28_12_2015	NA	2015-12-28	Human	United_Kingdom	GII.3
MH218680	NORO_222_31_12_2015	NA	2015-12-31	Human	United_Kingdom	GII.3
MH218681	NORO_223_01_01_2016	NA	2016-01-01	Human	United_Kingdom	GII.3
MH218682	NORO_224_01_01_2016	NA	2016-01-01	Human	United_Kingdom	GII.3
MH218683	NORO_225_04_01_2016	NA	2016-01-04	Human	United_Kingdom	GII.3
MH218684	NORO_226_06_01_2016	NA	2016-01-06	Human	United_Kingdom	GII.4
MH218685	NORO_227_07_01_2016	NA	2016-01-07	Human	United_Kingdom	GII.4
MH218686	NORO_228_11_01_2016	NA	2016-01-11	Human	United_Kingdom	GII.3
MH218687	NORO_229_12_01_2016	NA	2016-01-12	Human	United_Kingdom	GII.6
MH218688	NORO_230_14_01_2016	NA	2016-01-14	Human	United_Kingdom	GII.3
MH218689	NORO_231_20_01_2016	NA	2016-01-20	Human	United_Kingdom	GII.17
MH218690	NORO_232_20_01_2016	NA	2016-01-20	Human	United_Kingdom	GII.3
MH218691	NORO_234_25_01_2016	NA	2016-01-25	Human	United_Kingdom	GII.4
MH218692	NORO_236_29_01_2016	NA	2016-01-29	Human	United_Kingdom	GII.7
MH218693	NORO_238_17_02_2016	NA	2016-02-17	Human	United_Kingdom	GII.3
MH218694	NORO_31_11_09_2014	NA	2014-09-11	Human	United_Kingdom	GII.4
MH218695	NORO_32_19_06_2014	NA	2014-06-19	Human	United_Kingdom	GII.4
MH218696	NORO_34_6_05_05_2015	NA	2015-05-05	Human	United_Kingdom	GII.3
MH218697	NORO_34_7_30_10_2015	NA	2015-10-30	Human	United_Kingdom	GII.2
MH218698	NORO_38_09_08_2014	NA	2014-08-09	Human	United_Kingdom	GII.4
MH218669	NORO_211_16_12_2015	NA	2015-12-16	Human	United_Kingdom	GII.4
MH218670	NORO_212_17_12_2015	NA	2015-12-17	Human	United_Kingdom	GII.4
MH218671	NORO_213_16_12_2015	NA	2015-12-16	Human	United_Kingdom	GII.3
MH218672	NORO_214_19_12_2015	NA	2015-12-19	Human	United_Kingdom	GII.3
MH218673	NORO_215_18_12_2015	NA	2015-12-18	Human	United_Kingdom	GII.6
MH218674	NORO_216_22_12_2015	NA	2015-12-22	Human	United_Kingdom	GII.4
MH218675	NORO_217_23_12_2015	NA	2015-12-23	Human	United_Kingdom	GII.3
MH413069	10149	NA	2010-01-03	Human	USA	GII.4
MH413070	0859	NA	2008-05-08	Human	USA	GII.4
MH218584	NORO_114_14_09_2014	NA	2014-09-14	Human	United_Kingdom	GII.3
MH218585	NORO_115_17_09_2014	NA	2014-09-17	Human	United_Kingdom	GII.3
MH218586	NORO_116_26_09_2014	NA	2014-09-26	Human	United_Kingdom	GII.3
MH218587	NORO_117_01_11_2014	NA	2014-11-01	Human	United_Kingdom	GII.3
MH218588	NORO_118_17_11_2014	NA	2014-11-17	Human	United_Kingdom	GII.3
MH218589	NORO_119_27_11_2014	NA	2014-11-27	Human	United_Kingdom	GII.3
MH218590	NORO_120_28_11_2014	NA	2014-11-28	Human	United_Kingdom	GII.3
MH218591	NORO_121_30_11_2014	NA	2014-11-30	Human	United_Kingdom	GII.17
MH218592	NORO_122_01_12_2014	NA	2014-12-01	Human	United_Kingdom	GII.3
MH218593	NORO_123_02_01_2015	NA	2015-01-02	Human	United_Kingdom	GII.3
MH218594	NORO_124_10_01_2015	NA	2015-01-10	Human	United_Kingdom	GII.3
MH218595	NORO_125_19_01_2015	NA	2015-01-19	Human	United_Kingdom	GII.3
MH218596	NORO_126_17_02_2015	NA	2015-02-17	Human	United_Kingdom	GII.3
MH218597	NORO_127_05_03_2015	NA	2015-03-05	Human	United_Kingdom	GII.3
MH218598	NORO_127_3_24_03_2015	NA	2015-03-24	Human	United_Kingdom	GII.3
MH218599	NORO_128_07_03_2015	NA	2015-03-07	Human	United_Kingdom	GII.3
MH218600	NORO_129_16_03_2015	NA	2015-03-16	Human	United_Kingdom	GII.3
MH218601	NORO_130_25_03_2015	NA	2015-03-25	Human	United_Kingdom	GII.3
MH218602	NORO_131_08_04_2015	NA	2015-04-08	Human	United_Kingdom	GII.3
MH218603	NORO_132_01_05_2015	NA	2015-05-01	Human	United_Kingdom	GII.3
MH218604	NORO_133_26_05_2015	NA	2015-05-26	Human	United_Kingdom	GII.3
MH218605	NORO_134_07_02_2015	NA	2015-02-07	Human	United_Kingdom	GII.4
MH218606	NORO_135_30_01_2015	NA	2015-01-30	Human	United_Kingdom	GII.4
MH218607	NORO_136_20_02_2015	NA	2015-02-20	Human	United_Kingdom	GII.4
MH218608	NORO_137_08_06_2015	NA	2015-06-08	Human	United_Kingdom	GII.4
MH218609	NORO_138_23_10_2014	NA	2014-10-23	Human	United_Kingdom	GII.4
MH218610	NORO_139_24_10_2014	NA	2014-10-24	Human	United_Kingdom	GII.4
MH218611	NORO_140_26_10_2014	NA	2014-10-26	Human	United_Kingdom	GII.4
MH218612	NORO_141_02_11_2014	NA	2014-11-02	Human	United_Kingdom	GII.4
MH218613	NORO_142_05_11_2014	NA	2014-11-05	Human	United_Kingdom	GII.4
MH218614	NORO_143_12_11_2014	NA	2014-11-12	Human	United_Kingdom	GII.4
MH218615	NORO_144_13_11_2014	NA	2014-11-13	Human	United_Kingdom	GII.4
MH218616	NORO_145_21_11_2014	NA	2014-11-21	Human	United_Kingdom	GII.4
MH218617	NORO_147_05_01_2015	NA	2015-01-05	Human	United_Kingdom	GII.4
MH218618	NORO_147_2_10_12_2015	NA	2015-12-10	Human	United_Kingdom	GII.3
MH218619	NORO_148_08_01_2015	NA	2015-01-08	Human	United_Kingdom	GII.4
MH218620	NORO_149_22_01_2015	NA	2015-01-22	Human	United_Kingdom	GII.4
MH218621	NORO_150_22_01_2015	NA	2015-01-22	Human	United_Kingdom	GII.4
MH218622	NORO_151_31_01_2015	NA	2015-01-31	Human	United_Kingdom	GII.4
MH218623	NORO_152_02_02_2015	NA	2015-02-02	Human	United_Kingdom	GII.4
MH218624	NORO_153_19_02_2015	NA	2015-02-19	Human	United_Kingdom	GII.4
MH218625	NORO_154_02_03_2015	NA	2015-03-02	Human	United_Kingdom	GII.4
MH218626	NORO_155_02_03_2015	NA	2015-03-02	Human	United_Kingdom	GII.4
MH218627	NORO_156_02_03_2015	NA	2015-03-02	Human	United_Kingdom	GII.4
MH218628	NORO_157_03_03_2015	NA	2015-03-03	Human	United_Kingdom	GII.4
MH218629	NORO_158_01_04_2015	NA	2015-04-01	Human	United_Kingdom	GII.4
MH218630	NORO_160_14_04_2015	NA	2015-04-14	Human	United_Kingdom	GII.3
MH218631	NORO_161_27_04_2015	NA	2015-04-27	Human	United_Kingdom	GII.4
MH218632	NORO_162_1_03_05_2015	NA	2015-05-03	Human	United_Kingdom	GII.4
MH218633	NORO_164_04_06_2015	NA	2015-06-04	Human	United_Kingdom	GII.4
MH218634	NORO_165_21_06_2015	NA	2015-06-21	Human	United_Kingdom	GII.4
MH218635	NORO_166_21_06_2015	NA	2015-06-21	Human	United_Kingdom	GII.4
MH218636	NORO_167_23_06_2015	NA	2015-06-23	Human	United_Kingdom	GII.4
MH218637	NORO_168_23_06_2015	NA	2015-06-23	Human	United_Kingdom	GII.4
MH218638	NORO_169_02_07_2015	NA	2015-07-02	Human	United_Kingdom	GII.4
MH218639	NORO_170_23_09_2014	NA	2014-09-23	Human	United_Kingdom	GII.6
MH218640	NORO_171_09_03_2015	NA	2015-03-09	Human	United_Kingdom	GII.6
MH218641	NORO_172_02_04_2015	NA	2015-04-02	Human	United_Kingdom	GII.6
MH218642	NORO_173_08_05_2015	NA	2015-05-08	Human	United_Kingdom	GII.6
MH218643	NORO_174_03_06_2015	NA	2015-06-03	Human	United_Kingdom	GII.6
MH218644	NORO_174_1_13_11_2015	NA	2015-11-13	Human	United_Kingdom	GII.6
MH218645	NORO_176_1_17_12_2015	NA	2015-12-17	Human	United_Kingdom	GII.6
MH218646	NORO_177_2_26_01_2016	NA	2016-01-26	Human	United_Kingdom	GII.3
MH218647	NORO_179_03_08_2015	NA	2015-08-03	Human	United_Kingdom	GI.3
MH218648	NORO_180_01_09_2015	NA	2015-09-01	Human	United_Kingdom	GII.2
MH218649	NORO_181_09_09_2015	NA	2015-09-09	Human	United_Kingdom	GI.2
MH218650	NORO_182_19_09_2015	NA	2015-09-19	Human	United_Kingdom	GII.6
MH218651	NORO_183_23_09_2015	NA	2015-09-23	Human	United_Kingdom	GII.13
MH218652	NORO_184_23_09_2015	NA	2015-09-23	Human	United_Kingdom	GII.4
MH218653	NORO_185_28_09_2015	NA	2015-09-28	Human	United_Kingdom	GII.3
MH218654	NORO_186_28_09_2015	NA	2015-09-28	Human	United_Kingdom	GII.3
MH218655	NORO_187_01_10_2015	NA	2015-10-01	Human	United_Kingdom	GII.2
MH218656	NORO_188_01_10_2015	NA	2015-10-01	Human	United_Kingdom	GI.2
MH218657	NORO_196_18_10_2015	NA	2015-10-18	Human	United_Kingdom	GII.2
MH218658	NORO_197_04_11_2015	NA	2015-11-04	Human	United_Kingdom	GII.7
MH218659	NORO_198_10_11_2015	NA	2015-11-10	Human	United_Kingdom	GI.3
MH218660	NORO_199_18_11_2015	NA	2015-11-18	Human	United_Kingdom	GII.3
MH218661	NORO_200_25_11_2015	NA	2015-11-25	Human	United_Kingdom	GII.7
MH218662	NORO_201_30_11_2015	NA	2015-11-30	Human	United_Kingdom	GII.4
MH218663	NORO_205_02_12_2015	NA	2015-12-02	Human	United_Kingdom	GII.4
MH218664	NORO_206_03_12_2015	NA	2015-12-03	Human	United_Kingdom	GI.3
MH218665	NORO_207_07_12_2015	NA	2015-12-07	Human	United_Kingdom	GII.4
MH218666	NORO_208_11_12_2015	NA	2015-12-11	Human	United_Kingdom	GII.6
MH218667	NORO_209_15_12_2015	NA	2015-12-15	Human	United_Kingdom	GII.6
MH218668	NORO_210_16_12_2015	NA	2015-12-16	Human	United_Kingdom	GII.3
MH260492	ST254	NA	2017-XX-XX	Human	USA	GII.4
MH260493	ST251	NA	2017-XX-XX	Human	USA	GII.2
MH260494	ST173	NA	2017-XX-XX	Human	USA	GII.3
MH260495	ST166	NA	2017-XX-XX	Human	USA	GII.4
MH260496	ST165	NA	2017-XX-XX	Human	USA	GII.4
MH260497	ST161	NA	2017-XX-XX	Human	USA	GII.4
MH260498	ST156	NA	2017-XX-XX	Human	USA	GII.4
MH260499	ST155	NA	2017-XX-XX	Human	USA	GII.4
MH260500	ST152	NA	2017-XX-XX	Human	USA	GII.2
MH260501	ST136	NA	2017-XX-XX	Human	USA	GII.2
MH260502	ST134	NA	2017-XX-XX	Human	USA	GII.4
MH260503	ST114	NA	2017-XX-XX	Human	USA	GII.4
MH260504	ST111	NA	2017-XX-XX	Human	USA	GII.4
MH260505	ST110	NA	2017-XX-XX	Human	USA	GII.4
MH260506	ST109	NA	2017-XX-XX	Human	USA	GII.4
MH260507	ST107	NA	2017-XX-XX	Human	USA	GII.4
MH260508	ST103	NA	2017-XX-XX	Human	USA	GII.4
MH260509	ST97	NA	2017-XX-XX	Human	USA	GII.2
MH260510	ST287	NA	2017-XX-XX	Human	USA	GII.6
MH260511	ST86	NA	2017-XX-XX	Human	USA	GII.6
MH260478	STMB	NA	2017-XX-XX	Human	USA	GII.2
MH260479	ST709	NA	2017-XX-XX	Human	USA	GII.4
MH260480	ST680	NA	2017-XX-XX	Human	USA	GII.4
MH260481	ST545	NA	2017-XX-XX	Human	USA	GII.4
MH260482	ST480	NA	2017-XX-XX	Human	USA	GII.4
MH260483	ST466	NA	2017-XX-XX	Human	USA	GII.4
MH260484	ST435	NA	2017-XX-XX	Human	USA	GII.4
MH260485	ST420	NA	2017-XX-XX	Human	USA	GII.4
MH260486	ST347	NA	2017-XX-XX	Human	USA	GII.4
MH260487	ST342	NA	2017-XX-XX	Human	USA	GII.6
MH260488	ST305	NA	2017-XX-XX	Human	USA	GII.4
MH260489	ST295	NA	2017-XX-XX	Human	USA	GII.4
MH260490	ST283	NA	2017-XX-XX	Human	USA	GII.4
MH260491	ST256	NA	2017-XX-XX	Human	USA	GII.4
MH260512	ST71	NA	2017-XX-XX	Human	USA	GII.4
MH321825	Hu/CHN/2017/GII.P16_GII.2/ZhouShan55	NA	2017-12-30	Human	China	GII.2
MH443711	Hu/CHN/2018/GI.5/Yiwu/CB1	NA	2018-04-15	Human	China	GI.5
MH279823	ST374	NA	2017-XX-XX	Human	USA	GII.4
MH279824	ST322	NA	2017-XX-XX	Human	USA	GII.6
MH279825	ST90	NA	2017-XX-XX	Human	USA	GII.4
MG786781	Hu/GII.4/DBM15_156/2015/THA	NA	2015-10-29	Human	Thailand	GII.4
MF802550	NoV/12025/16/NJ	NA	2016-12-XX	Human	China	GII.6
MF802551	NoV/120952/16/NJ	NA	2016-12-XX	Human	China	GII.2
MF802552	NoV/12194/16/NJ	NA	2016-12-XX	Human	China	GII.5
MF802553	NoV/12196/16/NJ	NA	2016-12-XX	Human	China	GII.5
MF802554	NoV/12197/16/NJ	NA	2016-12-XX	Human	China	GII.5
MH608285	NV/CMRHP1/CMR/2014	NA	2014-XX-XX	Human	Cameroon	GII.12
MH608286	NV/CMRHP18/CMR/2014	NA	2014-XX-XX	Human	Cameroon	GI.3
MH608287	NV/CMRHP59/CAM/2014	NA	2014-XX-XX	Human	Cameroon	GII.13
KT152148	Hu/GII.P4_GII.4/Minerva/2006/USA	NA	2006-XX-XX	Human	USA	GII.4
KX268709	Hu/GII.P7_GII.6/Maryland/2014/USA	NA	2014-12-XX	Human	USA	GII.6
KY486271	Hu/GII.Pe_GII.4_Sydney/2013/USA	NA	2013-01-06	Human	USA	GII.4
MH791993	ST368	NA	2017-XX-XX	Human	USA	GII.6
MH791994	ST104	NA	2017-XX-XX	Human	USA	GII.4
LC421227	Hu/GII.P12_GII.4sydney_2012/330077/Tokyo/2017/	NA	2017-12-XX	Human	Japan	GII.4
LC421228	Hu/GII.P12_GII.4sydney_2012/330078/Tokyo/2017/	NA	2017-12-XX	Human	Japan	GII.4
MG557648	GI/Hu/ETH/2016/P8	NA	2016-04-XX	Human	Ethiopia	GI.3
MG557649	GI/Hu/ETH/2016/P12	NA	2016-04-XX	Human	Ethiopia	GI.7
MG557650	GI/Hu/ETH/2016/P15	NA	2016-04-XX	Human	Ethiopia	GI.3
MG557651	GI/Hu/ETH/2016/P20	NA	2016-04-XX	Human	Ethiopia	GI.7
MG557652	GI/Hu/ETH/2016/P26	NA	2016-04-XX	Human	Ethiopia	GI.6
MG557654	GII/Hu/ETH/2016/P3	NA	2016-04-XX	Human	Ethiopia	GII.6
MG557655	GII/Hu/ETH/2016/P4	NA	2016-04-XX	Human	Ethiopia	GII.10
MG557656	GII/Hu/ETH/2016/P6	NA	2016-04-XX	Human	Ethiopia	
MG557657	GII/Hu/ETH/2016/P11	NA	2016-04-XX	Human	Ethiopia	GII.4
